N,P,K,temperature,humidity,ph,rainfall,label,season,month,state
124.89,63.0,66.51,24.97,61.65,6.07,228.68,rice,Kharif,6,WB
68.7,63.47,23.11,21.74,71.76,6.02,200.98,rice,Kharif,8,AP
85.78,57.92,89.56,24.15,79.56,6.71,239.71,rice,Kharif,7,AP
67.78,25.14,87.36,21.47,67.6,5.94,229.38,rice,Kharif,7,TN
104.72,31.65,53.33,27.13,89.72,6.95,283.97,rice,Kharif,7,AP
66.06,21.21,74.29,21.23,77.93,6.33,249.99,rice,Kharif,9,TN
111.4,95.34,34.76,27.96,82.82,6.51,175.16,rice,Kharif,10,TN
107.95,48.17,23.82,24.65,72.28,6.05,184.42,rice,Kharif,7,AP
59.92,78.24,85.15,28.24,68.14,6.4,273.9,rice,Kharif,9,TN
65.24,48.69,39.55,31.43,82.55,5.78,167.41,rice,Kharif,9,AP
105.48,24.67,33.48,23.2,69.57,5.77,179.98,rice,Kharif,10,WB
108.65,48.19,94.55,26.16,75.19,6.72,157.18,rice,Kharif,7,TN
103.15,96.17,83.31,26.76,68.33,6.03,260.06,rice,Kharif,6,PB
97.74,29.65,92.81,25.33,73.55,6.1,243.93,rice,Kharif,8,WB
48.96,63.95,78.55,31.31,77.16,5.87,159.42,rice,Kharif,6,UP
80.13,62.85,27.88,33.74,80.43,5.55,164.9,rice,Kharif,7,UP
94.35,41.71,17.52,31.04,81.79,6.21,249.79,rice,Kharif,8,TN
52.89,75.05,64.3,27.95,87.7,6.32,278.03,rice,Kharif,8,TN
111.24,38.8,30.29,29.44,89.29,5.64,186.3,rice,Kharif,8,PB
73.64,45.02,50.45,34.47,73.44,6.08,205.84,rice,Kharif,9,WB
54.01,86.68,58.49,33.76,78.49,6.06,191.71,rice,Kharif,9,WB
87.42,68.07,72.51,30.92,69.02,5.71,211.96,rice,Kharif,6,TN
56.05,71.56,84.37,26.8,78.11,6.32,214.39,rice,Kharif,10,WB
130.03,60.3,72.27,24.54,84.95,5.33,223.49,rice,Kharif,10,PB
96.17,24.15,22.3,33.94,71.76,6.9,295.96,rice,Kharif,9,PB
139.34,84.51,30.35,24.13,72.97,5.79,280.71,rice,Kharif,6,TN
55.89,22.12,24.58,30.37,92.31,5.97,274.47,rice,Kharif,8,UP
90.43,88.87,57.9,35.06,79.74,6.48,236.78,rice,Kharif,7,PB
43.09,21.26,79.82,26.63,68.6,6.69,186.29,rice,Kharif,7,AP
103.17,21.95,55.9,30.33,73.87,6.82,189.21,rice,Kharif,10,TN
74.24,43.34,80.66,30.97,84.51,6.11,198.12,rice,Kharif,8,AP
96.67,54.65,36.58,29.09,77.61,6.81,190.9,rice,Kharif,10,TN
50.9,65.21,54.07,28.18,66.81,5.94,201.71,rice,Kharif,6,PB
137.6,35.68,66.62,24.84,81.21,6.96,244.02,rice,Kharif,10,TN
102.12,29.86,35.26,26.06,76.58,5.75,148.11,rice,Kharif,7,PB
102.87,47.25,43.39,33.44,85.16,5.98,298.0,rice,Kharif,6,UP
129.88,83.42,40.43,33.97,66.84,5.83,210.31,rice,Kharif,6,WB
100.46,20.87,70.28,28.98,87.0,6.07,172.75,rice,Kharif,7,TN
99.91,39.25,86.25,35.67,88.98,6.09,224.09,rice,Kharif,10,WB
51.04,65.32,30.43,31.11,75.05,6.48,187.55,rice,Kharif,6,WB
82.87,34.21,69.28,32.82,70.88,6.19,239.44,rice,Kharif,10,TN
84.94,82.2,74.98,24.11,72.82,6.18,231.92,rice,Kharif,8,UP
145.68,48.69,28.07,24.92,72.38,5.63,189.87,rice,Kharif,6,AP
81.72,76.19,24.85,32.21,63.12,6.19,263.9,rice,Kharif,7,AP
78.65,69.79,33.81,34.28,71.19,6.02,220.17,rice,Kharif,7,TN
52.09,18.4,86.17,34.46,82.71,6.1,195.77,rice,Kharif,10,TN
37.74,26.02,50.21,34.72,81.08,6.45,243.34,rice,Kharif,9,TN
133.44,64.07,62.56,22.85,66.15,5.69,146.61,rice,Kharif,8,AP
62.23,46.67,38.05,30.24,82.97,7.21,153.86,rice,Kharif,9,PB
69.41,58.82,39.55,25.0,93.37,5.36,275.16,rice,Kharif,10,UP
60.88,79.97,29.59,20.41,82.57,5.97,285.46,rice,Kharif,9,AP
70.24,76.68,80.86,23.25,70.7,6.11,164.48,rice,Kharif,10,TN
50.03,84.49,76.75,28.58,82.14,6.94,234.09,rice,Kharif,8,WB
109.56,67.82,61.75,25.81,78.36,6.89,174.14,rice,Kharif,10,TN
125.57,35.09,26.98,32.18,64.74,7.22,298.44,rice,Kharif,10,PB
111.27,41.06,50.37,33.46,65.71,6.7,245.0,rice,Kharif,10,WB
135.03,54.98,31.1,26.45,91.89,5.84,272.95,rice,Kharif,8,AP
103.64,48.32,39.92,25.09,76.84,6.35,269.85,rice,Kharif,9,UP
109.01,59.5,60.95,19.0,81.39,6.62,215.56,rice,Kharif,10,UP
114.75,35.97,35.73,26.89,71.73,6.19,254.12,rice,Kharif,9,PB
44.07,56.02,20.26,29.68,83.24,6.91,206.37,rice,Kharif,7,PB
89.84,47.9,34.19,29.62,92.94,6.93,193.89,rice,Kharif,7,UP
95.65,64.78,36.26,26.48,68.49,6.29,260.31,rice,Kharif,7,PB
128.77,23.63,80.08,25.82,76.01,6.2,277.69,rice,Kharif,8,WB
76.37,77.58,69.47,29.9,94.47,6.33,174.17,rice,Kharif,10,TN
96.64,62.51,39.66,23.61,79.75,5.92,146.02,rice,Kharif,10,WB
121.61,89.37,43.74,24.92,88.61,5.81,250.38,rice,Kharif,10,TN
42.53,58.66,25.33,34.74,84.76,6.28,274.05,rice,Kharif,6,TN
96.04,28.83,55.31,25.42,82.81,5.82,171.88,rice,Kharif,7,TN
53.49,86.53,29.07,27.06,65.94,5.92,275.51,rice,Kharif,8,UP
43.01,72.57,82.35,31.45,76.44,6.06,278.72,rice,Kharif,9,PB
136.16,93.94,16.38,23.76,69.67,6.33,283.13,rice,Kharif,10,PB
91.51,60.81,25.15,26.92,69.91,6.33,251.53,rice,Kharif,9,TN
91.02,47.93,47.19,29.01,66.25,5.83,262.64,rice,Kharif,10,AP
127.03,91.69,67.32,20.84,83.04,6.24,214.75,rice,Kharif,7,WB
63.46,80.35,61.02,29.1,76.67,6.01,275.06,rice,Kharif,7,UP
127.11,64.17,34.47,22.97,66.33,6.08,193.16,rice,Kharif,6,PB
58.01,77.78,78.84,27.13,86.1,6.15,179.14,rice,Kharif,6,PB
52.93,50.7,74.49,33.32,76.16,7.01,184.68,rice,Kharif,10,AP
78.42,42.59,38.54,24.16,73.66,6.6,208.09,rice,Kharif,9,UP
57.0,32.99,46.0,30.08,77.5,5.67,174.9,rice,Kharif,6,TN
69.05,66.02,24.42,28.38,75.59,6.64,165.07,rice,Kharif,8,WB
104.26,37.42,86.69,26.67,81.57,6.42,209.68,rice,Kharif,7,AP
82.8,25.16,56.81,23.79,72.85,6.53,158.73,rice,Kharif,9,AP
139.43,76.88,53.05,23.46,88.12,6.24,158.05,rice,Kharif,10,UP
92.3,38.21,23.56,21.25,73.84,6.69,243.56,rice,Kharif,10,TN
52.59,80.8,63.73,23.41,77.61,5.21,271.88,rice,Kharif,7,TN
122.91,79.18,71.83,30.35,77.94,6.73,196.67,rice,Kharif,9,UP
53.02,60.09,14.8,22.21,73.7,6.05,213.87,rice,Kharif,8,UP
60.3,38.92,82.49,32.29,80.89,6.04,244.89,rice,Kharif,10,UP
127.76,27.74,54.03,31.99,94.13,5.51,215.92,rice,Kharif,7,PB
60.14,76.1,65.93,21.15,86.53,7.04,162.57,rice,Kharif,6,UP
93.24,23.11,67.79,25.27,84.5,5.94,185.76,rice,Kharif,7,WB
132.91,33.77,48.35,25.39,77.69,6.04,267.37,rice,Kharif,7,AP
65.06,35.41,10.0,29.58,69.47,5.39,180.5,rice,Kharif,6,PB
125.45,61.31,49.39,36.7,62.89,6.01,248.88,rice,Kharif,8,WB
72.0,32.9,54.68,22.8,89.86,6.38,198.45,rice,Kharif,7,WB
113.39,28.82,35.91,32.75,68.8,7.02,225.57,rice,Kharif,7,AP
117.3,82.08,50.14,26.99,86.96,6.49,206.8,rice,Kharif,7,UP
72.38,70.47,82.16,30.45,60.0,5.75,229.07,rice,Kharif,9,WB
135.06,58.91,63.27,35.69,75.48,5.98,149.14,rice,Kharif,10,TN
116.68,44.75,29.66,30.53,87.27,5.83,186.79,rice,Kharif,9,WB
37.33,97.45,44.29,25.07,86.76,5.46,249.13,rice,Kharif,7,TN
82.73,64.97,23.29,34.24,77.72,6.59,160.8,rice,Kharif,7,PB
99.14,29.3,73.95,25.72,86.2,6.88,279.32,rice,Kharif,6,WB
58.25,53.15,55.39,32.57,68.03,6.49,170.15,rice,Kharif,6,PB
84.4,55.9,63.67,20.91,84.83,6.49,182.04,rice,Kharif,9,UP
50.13,16.89,35.24,34.81,75.51,6.71,305.41,rice,Kharif,7,UP
126.06,23.84,56.96,33.69,81.23,6.13,160.07,rice,Kharif,6,UP
107.6,77.72,68.16,30.92,69.05,6.76,176.96,rice,Kharif,6,PB
84.68,68.52,64.25,22.76,93.86,6.95,208.28,rice,Kharif,8,AP
103.82,73.82,23.42,35.24,74.44,5.88,177.04,rice,Kharif,8,PB
135.53,76.83,35.55,29.64,70.96,5.64,278.81,rice,Kharif,7,UP
98.99,51.54,30.64,31.06,78.69,5.58,249.98,rice,Kharif,6,AP
84.21,83.64,53.37,24.43,70.05,6.19,178.41,rice,Kharif,9,TN
135.63,80.39,24.68,33.8,69.33,5.71,219.35,rice,Kharif,10,AP
106.83,49.0,76.69,33.99,69.08,6.36,190.5,rice,Kharif,9,AP
132.32,39.38,55.64,21.98,62.45,6.14,214.37,rice,Kharif,7,AP
73.14,86.14,71.38,25.23,72.02,6.92,226.12,rice,Kharif,10,AP
69.75,86.21,72.81,33.48,62.88,5.62,213.49,rice,Kharif,9,WB
57.95,83.17,19.91,33.6,83.64,6.34,252.81,rice,Kharif,9,PB
124.45,26.57,31.79,24.83,85.55,5.54,229.18,rice,Kharif,10,WB
59.06,29.23,64.15,26.39,94.15,6.04,252.36,rice,Kharif,8,UP
46.44,55.92,56.92,23.57,89.47,7.21,293.23,rice,Kharif,9,WB
84.11,47.16,49.8,29.92,69.89,6.69,266.71,rice,Kharif,7,AP
40.39,47.78,23.86,34.67,79.13,6.56,212.43,rice,Kharif,9,PB
71.18,31.4,22.78,31.83,84.14,5.65,145.27,rice,Kharif,6,WB
94.0,38.76,75.41,29.23,75.65,5.68,159.29,rice,Kharif,9,AP
80.04,45.02,26.25,26.35,79.34,6.31,196.28,rice,Kharif,9,WB
43.03,26.12,66.74,22.81,86.88,6.47,173.4,rice,Kharif,9,WB
130.7,89.01,55.59,25.09,73.93,5.81,233.82,rice,Kharif,7,AP
81.28,76.65,27.99,31.98,76.65,6.06,195.58,rice,Kharif,9,PB
72.1,63.35,54.91,34.81,78.79,6.81,171.46,rice,Kharif,7,PB
133.24,31.45,29.92,31.01,89.87,5.93,191.08,rice,Kharif,7,WB
125.48,31.11,56.3,29.64,77.96,6.55,200.31,rice,Kharif,9,UP
88.0,79.38,69.22,31.18,76.2,6.21,217.63,rice,Kharif,9,TN
150.0,52.21,69.35,29.24,78.46,6.24,178.32,rice,Kharif,9,TN
138.46,86.18,20.67,35.15,67.81,6.1,236.21,rice,Kharif,9,TN
108.01,54.59,22.58,24.69,81.18,6.27,215.69,rice,Kharif,7,TN
124.22,38.64,64.18,24.12,83.13,5.94,165.82,rice,Kharif,7,AP
72.74,79.94,91.94,28.15,89.24,6.32,172.83,rice,Kharif,9,PB
108.62,34.93,85.92,28.22,64.82,6.09,234.59,rice,Kharif,7,WB
94.4,36.92,46.51,31.15,65.97,6.13,157.44,rice,Kharif,6,PB
102.69,73.0,59.3,27.16,76.44,6.48,264.18,rice,Kharif,8,TN
103.37,62.87,67.91,34.48,69.12,5.75,279.38,rice,Kharif,10,WB
118.32,31.89,77.82,23.42,77.14,6.64,265.08,rice,Kharif,8,PB
38.43,19.55,54.96,31.76,78.03,6.92,155.35,rice,Kharif,8,WB
134.6,20.66,76.07,32.02,68.76,5.69,206.51,rice,Kharif,10,UP
129.74,27.12,60.7,23.56,77.49,5.96,250.85,rice,Kharif,9,UP
111.08,28.52,50.51,24.07,84.34,6.2,274.48,rice,Kharif,8,PB
100.92,67.07,33.92,25.05,67.66,6.58,197.26,rice,Kharif,9,TN
48.88,81.8,19.05,32.07,78.0,6.39,279.8,rice,Kharif,9,WB
109.13,18.67,87.16,23.29,69.52,6.02,140.85,rice,Kharif,6,PB
89.71,44.06,82.78,35.48,78.71,6.0,211.56,rice,Kharif,7,TN
107.26,22.9,29.38,29.67,70.74,7.03,166.47,rice,Kharif,10,TN
85.96,81.78,57.64,31.81,80.22,5.2,150.55,rice,Kharif,10,AP
73.68,40.28,23.23,22.5,66.65,5.99,171.93,rice,Kharif,10,UP
81.62,63.4,16.61,21.36,71.51,6.33,271.21,rice,Kharif,7,TN
121.13,54.77,50.72,31.72,81.28,6.49,199.09,rice,Kharif,10,WB
81.18,56.76,18.75,24.03,73.91,6.4,173.17,rice,Kharif,8,WB
118.51,72.84,56.68,15.44,55.15,6.24,41.52,wheat,Rabi,2,PB
74.37,58.85,75.79,23.29,56.27,7.62,32.47,wheat,Rabi,3,PB
80.13,30.11,78.14,16.41,48.98,6.88,57.04,wheat,Rabi,10,RJ
124.15,39.05,53.94,21.02,52.9,6.42,63.07,wheat,Rabi,1,MP
90.71,43.54,38.34,15.71,51.66,6.84,74.35,wheat,Rabi,1,PB
84.56,69.08,40.77,25.56,56.86,7.15,32.79,wheat,Rabi,10,PB
105.55,65.9,76.39,18.61,48.05,6.75,59.83,wheat,Rabi,11,UP
75.75,39.87,81.46,15.94,73.7,7.48,36.49,wheat,Rabi,11,PB
126.03,48.51,50.5,11.87,54.22,7.21,66.01,wheat,Rabi,2,UP
115.13,68.38,46.61,18.93,61.99,6.78,57.19,wheat,Rabi,2,RJ
136.69,68.21,36.58,20.61,74.65,6.73,35.77,wheat,Rabi,12,UP
106.83,60.75,74.05,16.64,56.58,7.48,38.68,wheat,Rabi,1,HR
93.99,58.62,43.28,19.98,57.95,5.79,28.55,wheat,Rabi,2,UP
134.26,58.91,49.69,11.74,63.64,7.23,41.33,wheat,Rabi,10,MP
76.14,73.08,67.1,13.64,64.89,6.55,34.8,wheat,Rabi,11,RJ
92.78,73.94,74.65,16.69,52.57,6.51,39.89,wheat,Rabi,2,UP
134.22,43.02,56.71,14.28,60.87,6.25,46.45,wheat,Rabi,11,PB
72.25,45.79,31.77,11.34,69.67,6.23,38.21,wheat,Rabi,1,HR
132.18,35.65,33.2,22.96,59.72,6.78,30.85,wheat,Rabi,12,UP
109.32,64.87,76.81,21.39,45.95,7.15,38.39,wheat,Rabi,3,RJ
131.84,72.3,85.93,24.06,47.02,6.79,54.57,wheat,Rabi,11,HR
110.82,36.31,42.63,12.31,62.44,6.71,62.76,wheat,Rabi,11,HR
108.9,73.17,62.16,11.22,48.35,6.98,61.55,wheat,Rabi,2,PB
128.34,67.35,44.13,20.92,43.42,5.71,31.27,wheat,Rabi,2,PB
66.53,60.2,51.87,16.57,68.86,7.1,57.91,wheat,Rabi,1,RJ
133.82,72.44,67.91,20.9,65.71,7.5,40.34,wheat,Rabi,12,HR
127.33,55.68,50.1,18.31,69.9,7.17,45.94,wheat,Rabi,3,RJ
102.34,38.96,44.24,23.9,48.2,6.17,45.83,wheat,Rabi,3,RJ
82.95,46.04,59.44,16.91,63.9,6.38,27.35,wheat,Rabi,2,UP
107.67,81.5,58.14,17.3,54.3,7.06,28.57,wheat,Rabi,12,MP
106.26,48.4,54.55,14.3,49.66,6.44,47.72,wheat,Rabi,12,UP
82.08,38.36,33.67,14.14,50.34,6.1,64.02,wheat,Rabi,2,PB
117.96,57.94,53.15,16.11,65.66,6.49,38.7,wheat,Rabi,11,PB
79.48,65.47,52.86,24.78,46.78,7.3,51.82,wheat,Rabi,10,MP
101.77,38.22,83.82,20.92,46.75,7.01,35.41,wheat,Rabi,3,RJ
83.09,70.58,43.14,16.85,70.38,5.93,57.17,wheat,Rabi,3,MP
85.29,76.26,50.0,22.2,41.66,7.13,60.83,wheat,Rabi,1,HR
133.23,58.47,56.89,15.49,62.08,7.09,28.75,wheat,Rabi,12,HR
113.06,48.56,37.17,25.14,63.36,7.33,34.62,wheat,Rabi,11,RJ
68.9,76.32,36.6,20.7,58.92,6.77,55.5,wheat,Rabi,12,HR
96.41,53.92,88.85,22.16,59.06,6.31,35.85,wheat,Rabi,2,MP
69.18,44.88,79.72,25.72,52.12,6.86,41.86,wheat,Rabi,1,RJ
125.42,58.85,63.3,14.39,65.65,6.82,49.03,wheat,Rabi,1,UP
124.92,55.71,85.15,24.0,47.39,6.49,58.8,wheat,Rabi,11,RJ
92.53,66.55,83.33,13.3,49.55,6.69,20.17,wheat,Rabi,12,HR
85.81,55.31,53.18,17.94,43.43,6.91,12.48,wheat,Rabi,11,RJ
122.5,39.73,52.4,23.32,56.35,6.47,26.35,wheat,Rabi,2,MP
79.36,34.55,47.02,15.12,60.99,6.68,28.17,wheat,Rabi,10,UP
87.82,39.81,54.58,23.59,55.14,6.04,40.62,wheat,Rabi,2,UP
91.37,40.66,67.24,19.69,65.64,6.49,56.51,wheat,Rabi,12,UP
128.5,61.01,49.21,19.25,49.1,6.47,51.02,wheat,Rabi,10,UP
106.02,43.39,98.04,15.74,47.11,6.34,80.0,wheat,Rabi,10,PB
78.41,37.36,36.41,12.25,62.09,6.29,37.82,wheat,Rabi,3,RJ
143.12,34.78,74.77,18.34,52.83,6.46,43.44,wheat,Rabi,10,HR
77.97,73.82,55.56,20.36,60.5,7.05,34.5,wheat,Rabi,2,MP
104.1,39.84,63.62,23.33,51.37,6.64,51.67,wheat,Rabi,12,MP
126.01,46.35,76.05,18.51,59.53,6.21,39.82,wheat,Rabi,10,MP
92.49,70.49,64.29,24.07,45.23,6.79,53.74,wheat,Rabi,11,HR
99.28,30.71,86.2,16.6,46.2,7.51,47.27,wheat,Rabi,3,PB
114.41,29.53,69.88,15.13,60.3,6.69,59.92,wheat,Rabi,10,HR
70.97,43.99,78.18,20.27,65.5,6.88,29.93,wheat,Rabi,2,MP
136.73,53.64,92.41,21.8,67.76,7.08,57.39,wheat,Rabi,11,RJ
135.97,51.04,40.15,17.15,59.43,7.31,58.97,wheat,Rabi,12,UP
89.66,42.59,95.02,14.37,49.03,5.8,43.88,wheat,Rabi,12,MP
122.3,78.69,42.14,23.52,71.8,7.12,38.11,wheat,Rabi,2,HR
135.01,49.37,66.56,16.34,45.7,6.88,42.07,wheat,Rabi,10,MP
95.13,30.9,65.08,20.75,54.08,7.09,41.41,wheat,Rabi,12,MP
143.39,71.45,57.89,15.11,53.71,6.42,60.83,wheat,Rabi,1,UP
110.6,46.13,45.27,20.26,59.81,7.09,38.22,wheat,Rabi,10,PB
87.08,62.46,39.13,26.59,56.67,6.35,60.28,wheat,Rabi,3,MP
83.07,46.18,95.37,15.19,57.0,6.06,48.13,wheat,Rabi,11,MP
127.68,70.84,54.32,9.81,52.22,7.39,42.3,wheat,Rabi,2,UP
76.27,39.4,87.7,22.42,55.87,6.56,19.45,wheat,Rabi,2,UP
121.03,43.5,42.02,19.64,74.06,6.56,49.87,wheat,Rabi,11,HR
86.73,35.97,82.72,15.87,60.59,7.32,39.99,wheat,Rabi,10,HR
107.44,56.67,65.31,17.03,60.16,6.99,63.4,wheat,Rabi,3,MP
103.49,57.12,83.94,24.37,51.7,6.72,32.06,wheat,Rabi,11,PB
92.39,82.51,51.76,20.5,66.68,6.53,30.08,wheat,Rabi,11,RJ
88.15,38.89,88.32,19.09,65.74,6.66,55.94,wheat,Rabi,1,PB
86.12,46.34,78.9,12.21,47.33,6.03,18.28,wheat,Rabi,11,UP
80.16,65.41,74.84,20.03,67.11,6.04,69.49,wheat,Rabi,2,MP
101.51,61.51,68.0,22.97,45.31,6.93,53.26,wheat,Rabi,12,UP
128.45,39.21,38.83,20.37,60.44,6.74,77.84,wheat,Rabi,10,RJ
94.05,35.24,45.77,19.25,65.65,5.91,46.4,wheat,Rabi,12,PB
78.22,42.31,39.81,18.71,52.05,6.24,75.63,wheat,Rabi,11,MP
114.7,71.43,27.73,13.88,58.02,6.03,49.0,wheat,Rabi,11,UP
93.83,62.94,34.48,14.78,57.74,7.11,71.69,wheat,Rabi,3,UP
120.92,77.29,75.93,22.54,72.67,7.3,33.06,wheat,Rabi,1,MP
91.98,58.34,51.31,14.31,50.32,6.66,56.04,wheat,Rabi,3,RJ
104.49,43.27,90.65,23.65,49.83,6.25,52.33,wheat,Rabi,2,MP
116.16,82.41,56.31,17.02,66.82,6.9,60.87,wheat,Rabi,10,MP
117.06,61.56,81.38,17.6,54.92,6.3,50.95,wheat,Rabi,11,MP
76.86,66.82,42.31,11.6,65.03,6.27,66.38,wheat,Rabi,2,UP
140.25,40.06,74.93,14.84,48.33,5.7,48.82,wheat,Rabi,12,PB
87.51,53.49,47.37,16.93,51.44,6.62,33.31,wheat,Rabi,10,PB
97.65,79.32,62.78,20.85,56.29,7.33,60.84,wheat,Rabi,10,PB
114.97,46.68,50.1,14.99,65.37,5.88,15.37,wheat,Rabi,1,PB
98.22,56.22,67.91,11.9,54.49,7.27,52.55,wheat,Rabi,2,PB
130.45,79.13,84.12,23.84,62.85,6.24,43.83,wheat,Rabi,10,PB
61.65,54.33,45.46,20.89,59.23,6.61,19.69,wheat,Rabi,12,HR
80.82,66.37,50.18,11.88,62.05,7.16,11.81,wheat,Rabi,12,HR
107.95,81.02,69.93,10.67,52.67,7.59,34.95,wheat,Rabi,3,UP
72.2,57.59,52.22,18.13,61.23,6.71,50.2,wheat,Rabi,3,MP
76.6,69.79,64.29,15.25,54.57,6.62,49.35,wheat,Rabi,11,HR
117.69,69.1,29.12,12.97,53.38,7.12,34.57,wheat,Rabi,11,HR
94.84,47.9,58.99,17.93,59.39,6.5,32.71,wheat,Rabi,12,UP
119.56,43.23,83.44,11.25,73.96,7.15,45.78,wheat,Rabi,2,PB
100.29,60.99,79.31,11.22,54.65,6.16,52.33,wheat,Rabi,2,PB
116.05,58.39,49.47,12.23,54.81,6.88,57.38,wheat,Rabi,12,MP
101.69,81.54,41.49,21.15,71.63,7.21,31.02,wheat,Rabi,12,PB
97.66,29.73,57.99,20.91,68.15,6.02,36.55,wheat,Rabi,11,HR
120.93,81.4,54.93,18.78,70.82,6.51,53.71,wheat,Rabi,12,HR
113.44,70.94,51.93,15.01,44.75,6.37,24.1,wheat,Rabi,11,HR
89.0,36.49,77.23,20.89,58.28,7.15,48.47,wheat,Rabi,3,RJ
97.22,72.7,81.12,20.23,65.0,6.14,37.27,wheat,Rabi,11,PB
118.9,40.09,51.49,16.86,76.75,6.15,59.81,wheat,Rabi,11,RJ
74.56,56.37,86.54,16.28,61.33,7.64,38.67,wheat,Rabi,1,PB
85.53,65.95,38.7,15.35,62.37,6.16,34.18,wheat,Rabi,3,HR
119.93,40.35,39.54,21.17,64.19,7.51,32.97,wheat,Rabi,2,MP
91.56,72.21,67.7,21.18,54.45,6.92,54.62,wheat,Rabi,12,MP
83.09,80.96,38.35,12.7,75.02,6.31,66.27,wheat,Rabi,1,MP
96.49,62.75,84.54,11.28,60.87,7.31,56.19,wheat,Rabi,3,RJ
132.58,66.96,64.5,12.24,59.19,6.03,75.64,wheat,Rabi,11,RJ
104.72,51.61,66.87,15.52,70.4,5.99,54.28,wheat,Rabi,1,UP
121.75,64.48,79.22,13.37,69.79,6.95,48.24,wheat,Rabi,1,PB
146.66,42.5,53.99,11.02,58.23,6.29,56.53,wheat,Rabi,2,RJ
96.78,67.73,79.04,19.22,73.42,5.73,31.38,wheat,Rabi,10,MP
102.9,44.73,52.45,16.28,61.19,7.69,46.25,wheat,Rabi,11,PB
103.98,55.52,74.03,11.27,63.24,6.46,11.54,wheat,Rabi,1,MP
138.12,65.78,62.96,17.89,53.44,5.78,52.78,wheat,Rabi,12,RJ
102.43,49.39,46.92,19.74,60.21,7.33,26.69,wheat,Rabi,3,MP
60.53,27.59,50.55,15.18,56.32,6.01,39.03,wheat,Rabi,10,PB
140.21,45.92,59.28,14.09,75.39,6.19,40.9,wheat,Rabi,10,PB
90.92,46.61,79.86,18.94,51.68,6.61,34.57,wheat,Rabi,1,RJ
100.95,72.09,83.18,21.56,64.25,6.52,80.0,wheat,Rabi,10,PB
108.4,29.37,66.38,22.14,56.36,7.05,45.41,wheat,Rabi,10,HR
117.56,62.0,44.62,12.75,68.12,6.95,59.03,wheat,Rabi,3,HR
68.84,66.1,60.31,13.62,51.89,6.4,49.26,wheat,Rabi,1,HR
116.39,71.8,87.22,14.87,66.12,6.68,43.02,wheat,Rabi,3,HR
117.85,68.74,63.28,21.73,60.78,7.19,27.21,wheat,Rabi,2,UP
132.0,67.66,65.32,16.15,63.0,6.02,62.04,wheat,Rabi,12,MP
81.25,37.91,48.49,18.82,53.61,6.92,76.64,wheat,Rabi,11,PB
128.14,75.22,45.27,14.16,61.76,6.58,27.01,wheat,Rabi,2,HR
74.14,45.59,51.24,14.19,48.18,7.2,33.19,wheat,Rabi,11,HR
122.63,47.35,61.82,13.94,65.64,6.74,72.23,wheat,Rabi,1,RJ
101.14,64.14,68.11,18.3,54.18,7.34,30.77,wheat,Rabi,3,RJ
139.05,30.3,78.85,15.04,46.96,6.49,73.9,wheat,Rabi,3,PB
142.09,66.52,27.4,17.6,59.39,6.69,47.2,wheat,Rabi,11,UP
94.37,47.77,58.72,15.28,72.98,7.01,27.54,wheat,Rabi,3,MP
148.6,77.22,50.02,12.27,71.21,7.31,63.68,wheat,Rabi,2,UP
141.99,40.15,88.59,10.62,64.8,6.5,43.6,wheat,Rabi,12,RJ
123.17,63.59,59.3,14.46,64.66,6.29,46.1,wheat,Rabi,2,PB
93.35,63.54,81.45,17.7,58.87,7.65,37.76,wheat,Rabi,3,HR
113.12,72.12,89.43,25.89,75.62,6.15,37.68,wheat,Rabi,10,UP
108.64,55.86,84.8,19.21,49.41,6.72,78.54,wheat,Rabi,3,PB
111.16,30.4,72.0,17.47,63.09,6.88,29.08,wheat,Rabi,3,PB
115.42,41.26,77.88,20.24,48.16,6.48,80.0,wheat,Rabi,10,HR
87.36,67.32,92.15,15.51,72.37,6.16,40.03,wheat,Rabi,2,UP
98.16,53.37,71.79,24.13,65.68,7.41,34.16,wheat,Rabi,10,HR
106.48,47.73,58.76,23.86,76.63,6.47,42.05,wheat,Rabi,2,RJ
119.98,33.62,79.44,18.35,54.35,6.19,33.17,wheat,Rabi,2,PB
66.65,38.32,48.25,18.87,54.12,6.95,19.17,wheat,Rabi,12,HR
131.83,43.21,50.02,19.13,55.73,7.03,58.7,wheat,Rabi,12,HR
102.13,53.96,81.02,16.85,52.87,7.21,23.58,wheat,Rabi,12,UP
112.14,53.51,38.7,20.46,66.46,6.91,75.65,wheat,Rabi,10,HR
101.49,66.86,61.83,13.34,70.37,6.42,75.29,wheat,Rabi,10,HR
133.31,64.37,69.58,22.54,58.11,7.04,55.97,wheat,Rabi,11,MP
131.59,71.85,46.53,24.61,66.64,6.6,26.26,wheat,Rabi,2,RJ
85.43,42.65,71.91,24.57,55.34,6.39,39.3,wheat,Rabi,2,RJ
97.79,79.69,84.24,13.77,51.1,6.55,49.06,wheat,Rabi,12,HR
84.25,58.44,69.59,22.15,53.08,6.23,38.95,wheat,Rabi,3,RJ
141.0,41.66,44.9,23.64,69.92,7.76,28.53,wheat,Rabi,10,MP
105.31,54.17,57.68,11.65,72.81,6.73,36.54,wheat,Rabi,12,HR
92.17,50.73,87.1,14.01,69.17,6.6,38.42,wheat,Rabi,10,UP
131.13,37.78,77.41,21.4,79.35,6.97,74.51,wheat,Rabi,3,PB
